0.105524	-0.164072	1.9
0.103883	-0.167702	1.91
0.102206	-0.171306	1.92
0.100493	-0.174882	1.93
0.098744	-0.178427	1.94
0.0969597	-0.181938	1.95
0.0951403	-0.185413	1.96
0.0932862	-0.18885	1.97
0.0913977	-0.192245	1.98
0.0894753	-0.195597	1.99
